ch1_delta_power,ch1_theta_power,ch1_alpha_power,ch1_beta_power,ch1_gamma_power,ch2_delta_power,ch2_theta_power,ch2_alpha_power,ch2_beta_power,ch2_gamma_power,ch3_delta_power,ch3_theta_power,ch3_alpha_power,ch3_beta_power,ch3_gamma_power,ch4_delta_power,ch4_theta_power,ch4_alpha_power,ch4_beta_power,ch4_gamma_power,ch5_delta_power,ch5_theta_power,ch5_alpha_power,ch5_beta_power,ch5_gamma_power,ch6_delta_power,ch6_theta_power,ch6_alpha_power,ch6_beta_power,ch6_gamma_power,Online_id,Dream_emotion,Video_type
-10.725908603653215,-11.113507028615233,-11.701624195845971,-12.437437402830557,-13.16403629274108,-10.565342210851822,-10.974003689299796,-11.605668336536143,-12.311733139134414,-13.236836706109084,-11.315342411324911,-11.647653607177212,-12.101759358946808,-12.719610906044968,-13.202391619300661,-11.16069702454038,-11.612022261181536,-12.091674308163338,-12.64530671717658,-13.300281268997505,-11.427004212145984,-11.687414439250194,-12.095920795202986,-12.814428147953018,-13.309149643358634,-11.246350266933236,-11.654957574103502,-12.069641884955269,-12.655898001307635,-13.24270960215385,S0031,calm,
-10.725908603653215,-11.113507028615233,-11.701624195845971,-12.437437402830557,-13.16403629274108,-10.565342210851822,-10.974003689299796,-11.605668336536143,-12.311733139134414,-13.236836706109084,-11.315342411324911,-11.647653607177212,-12.101759358946808,-12.719610906044968,-13.202391619300661,-11.16069702454038,-11.612022261181536,-12.091674308163338,-12.64530671717658,-13.300281268997505,-11.427004212145984,-11.687414439250194,-12.095920795202986,-12.814428147953018,-13.309149643358634,-11.246350266933236,-11.654957574103502,-12.069641884955269,-12.655898001307635,-13.24270960215385,S0031,relatively unhappy,
-10.725908603653215,-11.113507028615233,-11.701624195845971,-12.437437402830557,-13.16403629274108,-10.565342210851822,-10.974003689299796,-11.605668336536143,-12.311733139134414,-13.236836706109084,-11.315342411324911,-11.647653607177212,-12.101759358946808,-12.719610906044968,-13.202391619300661,-11.16069702454038,-11.612022261181536,-12.091674308163338,-12.64530671717658,-13.300281268997505,-11.427004212145984,-11.687414439250194,-12.095920795202986,-12.814428147953018,-13.309149643358634,-11.246350266933236,-11.654957574103502,-12.069641884955269,-12.655898001307635,-13.24270960215385,S0031,relatively happy,
-10.808971348703599,-11.112926512491063,-11.599212254547206,-12.289230682643902,-12.939705204023333,-10.77455098533006,-11.075043022755487,-11.56004811146036,-12.277285297790781,-12.984375321263858,-11.269578473059083,-11.686039587909365,-11.997580999903706,-12.606674929552062,-13.147188972678872,-11.317094614142006,-11.7050527156612,-11.995334690562743,-12.59291565982827,-13.194404582861297,-11.402051276582409,-11.763260184430434,-12.044150646799897,-12.570333194914191,-12.9784515868186,-11.361170708335226,-11.71883841391585,-11.989563509682245,-12.540463251613073,-13.014894988383446,S0022,calm,
-10.808971348703599,-11.112926512491063,-11.599212254547206,-12.289230682643902,-12.939705204023333,-10.77455098533006,-11.075043022755487,-11.56004811146036,-12.277285297790781,-12.984375321263858,-11.269578473059083,-11.686039587909365,-11.997580999903706,-12.606674929552062,-13.147188972678872,-11.317094614142006,-11.7050527156612,-11.995334690562743,-12.59291565982827,-13.194404582861297,-11.402051276582409,-11.763260184430434,-12.044150646799897,-12.570333194914191,-12.9784515868186,-11.361170708335226,-11.71883841391585,-11.989563509682245,-12.540463251613073,-13.014894988383446,S0022,relatively happy,
-10.808971348703599,-11.112926512491063,-11.599212254547206,-12.289230682643902,-12.939705204023333,-10.77455098533006,-11.075043022755487,-11.56004811146036,-12.277285297790781,-12.984375321263858,-11.269578473059083,-11.686039587909365,-11.997580999903706,-12.606674929552062,-13.147188972678872,-11.317094614142006,-11.7050527156612,-11.995334690562743,-12.59291565982827,-13.194404582861297,-11.402051276582409,-11.763260184430434,-12.044150646799897,-12.570333194914191,-12.9784515868186,-11.361170708335226,-11.71883841391585,-11.989563509682245,-12.540463251613073,-13.014894988383446,S0022,relatively unhappy,
-10.808971348703599,-11.112926512491063,-11.599212254547206,-12.289230682643902,-12.939705204023333,-10.77455098533006,-11.075043022755487,-11.56004811146036,-12.277285297790781,-12.984375321263858,-11.269578473059083,-11.686039587909365,-11.997580999903706,-12.606674929552062,-13.147188972678872,-11.317094614142006,-11.7050527156612,-11.995334690562743,-12.59291565982827,-13.194404582861297,-11.402051276582409,-11.763260184430434,-12.044150646799897,-12.570333194914191,-12.9784515868186,-11.361170708335226,-11.71883841391585,-11.989563509682245,-12.540463251613073,-13.014894988383446,S0022,relatively unhappy,
-10.808971348703599,-11.112926512491063,-11.599212254547206,-12.289230682643902,-12.939705204023333,-10.77455098533006,-11.075043022755487,-11.56004811146036,-12.277285297790781,-12.984375321263858,-11.269578473059083,-11.686039587909365,-11.997580999903706,-12.606674929552062,-13.147188972678872,-11.317094614142006,-11.7050527156612,-11.995334690562743,-12.59291565982827,-13.194404582861297,-11.402051276582409,-11.763260184430434,-12.044150646799897,-12.570333194914191,-12.9784515868186,-11.361170708335226,-11.71883841391585,-11.989563509682245,-12.540463251613073,-13.014894988383446,S0022,calm,
-10.736685244631449,-11.141978039919127,-11.550184715429289,-12.173610642416667,-12.947310633406467,-10.735518421346404,-11.156957899069525,-11.552677606724494,-12.145726738070714,-12.91955937640704,-11.204064736578932,-11.622049219434865,-11.873194666042203,-12.626608496920435,-13.255110558707534,-11.142175335865995,-11.583575685257138,-11.834572380239234,-12.571266375026289,-13.26786037253296,-11.292539494757351,-11.629989948459935,-11.857858889024513,-12.555457302889957,-13.083869887794174,-11.08040446546849,-11.5875490499106,-11.878797922058885,-12.56700703829122,-13.239663791263924,S0041,relatively happy,
-10.736685244631449,-11.141978039919127,-11.550184715429289,-12.173610642416667,-12.947310633406467,-10.735518421346404,-11.156957899069525,-11.552677606724494,-12.145726738070714,-12.91955937640704,-11.204064736578932,-11.622049219434865,-11.873194666042203,-12.626608496920435,-13.255110558707534,-11.142175335865995,-11.583575685257138,-11.834572380239234,-12.571266375026289,-13.26786037253296,-11.292539494757351,-11.629989948459935,-11.857858889024513,-12.555457302889957,-13.083869887794174,-11.08040446546849,-11.5875490499106,-11.878797922058885,-12.56700703829122,-13.239663791263924,S0041,calm,
-10.736685244631449,-11.141978039919127,-11.550184715429289,-12.173610642416667,-12.947310633406467,-10.735518421346404,-11.156957899069525,-11.552677606724494,-12.145726738070714,-12.91955937640704,-11.204064736578932,-11.622049219434865,-11.873194666042203,-12.626608496920435,-13.255110558707534,-11.142175335865995,-11.583575685257138,-11.834572380239234,-12.571266375026289,-13.26786037253296,-11.292539494757351,-11.629989948459935,-11.857858889024513,-12.555457302889957,-13.083869887794174,-11.08040446546849,-11.5875490499106,-11.878797922058885,-12.56700703829122,-13.239663791263924,S0041,relatively happy,
-10.736685244631449,-11.141978039919127,-11.550184715429289,-12.173610642416667,-12.947310633406467,-10.735518421346404,-11.156957899069525,-11.552677606724494,-12.145726738070714,-12.91955937640704,-11.204064736578932,-11.622049219434865,-11.873194666042203,-12.626608496920435,-13.255110558707534,-11.142175335865995,-11.583575685257138,-11.834572380239234,-12.571266375026289,-13.26786037253296,-11.292539494757351,-11.629989948459935,-11.857858889024513,-12.555457302889957,-13.083869887794174,-11.08040446546849,-11.5875490499106,-11.878797922058885,-12.56700703829122,-13.239663791263924,S0041,relatively unhappy,
-10.736685244631449,-11.141978039919127,-11.550184715429289,-12.173610642416667,-12.947310633406467,-10.735518421346404,-11.156957899069525,-11.552677606724494,-12.145726738070714,-12.91955937640704,-11.204064736578932,-11.622049219434865,-11.873194666042203,-12.626608496920435,-13.255110558707534,-11.142175335865995,-11.583575685257138,-11.834572380239234,-12.571266375026289,-13.26786037253296,-11.292539494757351,-11.629989948459935,-11.857858889024513,-12.555457302889957,-13.083869887794174,-11.08040446546849,-11.5875490499106,-11.878797922058885,-12.56700703829122,-13.239663791263924,S0041,calm,
-10.736685244631449,-11.141978039919127,-11.550184715429289,-12.173610642416667,-12.947310633406467,-10.735518421346404,-11.156957899069525,-11.552677606724494,-12.145726738070714,-12.91955937640704,-11.204064736578932,-11.622049219434865,-11.873194666042203,-12.626608496920435,-13.255110558707534,-11.142175335865995,-11.583575685257138,-11.834572380239234,-12.571266375026289,-13.26786037253296,-11.292539494757351,-11.629989948459935,-11.857858889024513,-12.555457302889957,-13.083869887794174,-11.08040446546849,-11.5875490499106,-11.878797922058885,-12.56700703829122,-13.239663791263924,S0041,relatively unhappy,
-10.736685244631449,-11.141978039919127,-11.550184715429289,-12.173610642416667,-12.947310633406467,-10.735518421346404,-11.156957899069525,-11.552677606724494,-12.145726738070714,-12.91955937640704,-11.204064736578932,-11.622049219434865,-11.873194666042203,-12.626608496920435,-13.255110558707534,-11.142175335865995,-11.583575685257138,-11.834572380239234,-12.571266375026289,-13.26786037253296,-11.292539494757351,-11.629989948459935,-11.857858889024513,-12.555457302889957,-13.083869887794174,-11.08040446546849,-11.5875490499106,-11.878797922058885,-12.56700703829122,-13.239663791263924,S0041,relatively unhappy,
-10.736685244631449,-11.141978039919127,-11.550184715429289,-12.173610642416667,-12.947310633406467,-10.735518421346404,-11.156957899069525,-11.552677606724494,-12.145726738070714,-12.91955937640704,-11.204064736578932,-11.622049219434865,-11.873194666042203,-12.626608496920435,-13.255110558707534,-11.142175335865995,-11.583575685257138,-11.834572380239234,-12.571266375026289,-13.26786037253296,-11.292539494757351,-11.629989948459935,-11.857858889024513,-12.555457302889957,-13.083869887794174,-11.08040446546849,-11.5875490499106,-11.878797922058885,-12.56700703829122,-13.239663791263924,S0041,calm,
-10.57039402050826,-11.022677069046185,-11.638861270252322,-12.266689396393433,-12.923932717384307,-10.614031470400555,-11.020677694669475,-11.645325184218601,-12.251496104349899,-12.973629585103362,-11.000674185121474,-11.547939763674222,-11.993265145141557,-12.426251596577327,-12.805849084211042,-10.87193262685441,-11.487355070531372,-11.960666360840136,-12.407472001638919,-12.778199481104044,-11.143318557818835,-11.605580279231361,-11.966816383366467,-12.5150826089417,-12.845287082663031,-10.82878926626415,-11.472347063959768,-11.942715514075656,-12.485704463866194,-12.821788388609804,S0032,relatively happy,
-10.57039402050826,-11.022677069046185,-11.638861270252322,-12.266689396393433,-12.923932717384307,-10.614031470400555,-11.020677694669475,-11.645325184218601,-12.251496104349899,-12.973629585103362,-11.000674185121474,-11.547939763674222,-11.993265145141557,-12.426251596577327,-12.805849084211042,-10.87193262685441,-11.487355070531372,-11.960666360840136,-12.407472001638919,-12.778199481104044,-11.143318557818835,-11.605580279231361,-11.966816383366467,-12.5150826089417,-12.845287082663031,-10.82878926626415,-11.472347063959768,-11.942715514075656,-12.485704463866194,-12.821788388609804,S0032,calm,
-10.57039402050826,-11.022677069046185,-11.638861270252322,-12.266689396393433,-12.923932717384307,-10.614031470400555,-11.020677694669475,-11.645325184218601,-12.251496104349899,-12.973629585103362,-11.000674185121474,-11.547939763674222,-11.993265145141557,-12.426251596577327,-12.805849084211042,-10.87193262685441,-11.487355070531372,-11.960666360840136,-12.407472001638919,-12.778199481104044,-11.143318557818835,-11.605580279231361,-11.966816383366467,-12.5150826089417,-12.845287082663031,-10.82878926626415,-11.472347063959768,-11.942715514075656,-12.485704463866194,-12.821788388609804,S0032,relatively happy,
-10.57039402050826,-11.022677069046185,-11.638861270252322,-12.266689396393433,-12.923932717384307,-10.614031470400555,-11.020677694669475,-11.645325184218601,-12.251496104349899,-12.973629585103362,-11.000674185121474,-11.547939763674222,-11.993265145141557,-12.426251596577327,-12.805849084211042,-10.87193262685441,-11.487355070531372,-11.960666360840136,-12.407472001638919,-12.778199481104044,-11.143318557818835,-11.605580279231361,-11.966816383366467,-12.5150826089417,-12.845287082663031,-10.82878926626415,-11.472347063959768,-11.942715514075656,-12.485704463866194,-12.821788388609804,S0032,relatively happy,
-10.57039402050826,-11.022677069046185,-11.638861270252322,-12.266689396393433,-12.923932717384307,-10.614031470400555,-11.020677694669475,-11.645325184218601,-12.251496104349899,-12.973629585103362,-11.000674185121474,-11.547939763674222,-11.993265145141557,-12.426251596577327,-12.805849084211042,-10.87193262685441,-11.487355070531372,-11.960666360840136,-12.407472001638919,-12.778199481104044,-11.143318557818835,-11.605580279231361,-11.966816383366467,-12.5150826089417,-12.845287082663031,-10.82878926626415,-11.472347063959768,-11.942715514075656,-12.485704463866194,-12.821788388609804,S0032,calm,
-10.57039402050826,-11.022677069046185,-11.638861270252322,-12.266689396393433,-12.923932717384307,-10.614031470400555,-11.020677694669475,-11.645325184218601,-12.251496104349899,-12.973629585103362,-11.000674185121474,-11.547939763674222,-11.993265145141557,-12.426251596577327,-12.805849084211042,-10.87193262685441,-11.487355070531372,-11.960666360840136,-12.407472001638919,-12.778199481104044,-11.143318557818835,-11.605580279231361,-11.966816383366467,-12.5150826089417,-12.845287082663031,-10.82878926626415,-11.472347063959768,-11.942715514075656,-12.485704463866194,-12.821788388609804,S0032,relatively happy,
-10.57039402050826,-11.022677069046185,-11.638861270252322,-12.266689396393433,-12.923932717384307,-10.614031470400555,-11.020677694669475,-11.645325184218601,-12.251496104349899,-12.973629585103362,-11.000674185121474,-11.547939763674222,-11.993265145141557,-12.426251596577327,-12.805849084211042,-10.87193262685441,-11.487355070531372,-11.960666360840136,-12.407472001638919,-12.778199481104044,-11.143318557818835,-11.605580279231361,-11.966816383366467,-12.5150826089417,-12.845287082663031,-10.82878926626415,-11.472347063959768,-11.942715514075656,-12.485704463866194,-12.821788388609804,S0032,calm,
-10.57039402050826,-11.022677069046185,-11.638861270252322,-12.266689396393433,-12.923932717384307,-10.614031470400555,-11.020677694669475,-11.645325184218601,-12.251496104349899,-12.973629585103362,-11.000674185121474,-11.547939763674222,-11.993265145141557,-12.426251596577327,-12.805849084211042,-10.87193262685441,-11.487355070531372,-11.960666360840136,-12.407472001638919,-12.778199481104044,-11.143318557818835,-11.605580279231361,-11.966816383366467,-12.5150826089417,-12.845287082663031,-10.82878926626415,-11.472347063959768,-11.942715514075656,-12.485704463866194,-12.821788388609804,S0032,relatively happy,
-10.57039402050826,-11.022677069046185,-11.638861270252322,-12.266689396393433,-12.923932717384307,-10.614031470400555,-11.020677694669475,-11.645325184218601,-12.251496104349899,-12.973629585103362,-11.000674185121474,-11.547939763674222,-11.993265145141557,-12.426251596577327,-12.805849084211042,-10.87193262685441,-11.487355070531372,-11.960666360840136,-12.407472001638919,-12.778199481104044,-11.143318557818835,-11.605580279231361,-11.966816383366467,-12.5150826089417,-12.845287082663031,-10.82878926626415,-11.472347063959768,-11.942715514075656,-12.485704463866194,-12.821788388609804,S0032,relatively happy,
-10.857345509474579,-11.180807921880026,-11.70586117675322,-12.39442156780352,-13.006865712180767,-10.80892203201211,-11.145340377933621,-11.67072435230901,-12.376983146464301,-13.06966355652914,-11.432787400030644,-11.796095474830647,-12.155788152297015,-12.642519981219095,-12.989495058752695,-11.407169217502187,-11.801739711769164,-12.152932634980882,-12.620691186907028,-13.020036528731573,-11.456334382476438,-11.806105809513209,-12.164563908102247,-12.710641913619344,-13.066739883502999,-11.485109035595352,-11.864599109328884,-12.197774789911724,-12.664572604422732,-13.004218962073931,S0023,relatively unhappy,
-10.857345509474579,-11.180807921880026,-11.70586117675322,-12.39442156780352,-13.006865712180767,-10.80892203201211,-11.145340377933621,-11.67072435230901,-12.376983146464301,-13.06966355652914,-11.432787400030644,-11.796095474830647,-12.155788152297015,-12.642519981219095,-12.989495058752695,-11.407169217502187,-11.801739711769164,-12.152932634980882,-12.620691186907028,-13.020036528731573,-11.456334382476438,-11.806105809513209,-12.164563908102247,-12.710641913619344,-13.066739883502999,-11.485109035595352,-11.864599109328884,-12.197774789911724,-12.664572604422732,-13.004218962073931,S0023,relatively happy,
-10.857345509474579,-11.180807921880026,-11.70586117675322,-12.39442156780352,-13.006865712180767,-10.80892203201211,-11.145340377933621,-11.67072435230901,-12.376983146464301,-13.06966355652914,-11.432787400030644,-11.796095474830647,-12.155788152297015,-12.642519981219095,-12.989495058752695,-11.407169217502187,-11.801739711769164,-12.152932634980882,-12.620691186907028,-13.020036528731573,-11.456334382476438,-11.806105809513209,-12.164563908102247,-12.710641913619344,-13.066739883502999,-11.485109035595352,-11.864599109328884,-12.197774789911724,-12.664572604422732,-13.004218962073931,S0023,calm,
-10.857345509474579,-11.180807921880026,-11.70586117675322,-12.39442156780352,-13.006865712180767,-10.80892203201211,-11.145340377933621,-11.67072435230901,-12.376983146464301,-13.06966355652914,-11.432787400030644,-11.796095474830647,-12.155788152297015,-12.642519981219095,-12.989495058752695,-11.407169217502187,-11.801739711769164,-12.152932634980882,-12.620691186907028,-13.020036528731573,-11.456334382476438,-11.806105809513209,-12.164563908102247,-12.710641913619344,-13.066739883502999,-11.485109035595352,-11.864599109328884,-12.197774789911724,-12.664572604422732,-13.004218962073931,S0023,extremely unhappy,
-10.857345509474579,-11.180807921880026,-11.70586117675322,-12.39442156780352,-13.006865712180767,-10.80892203201211,-11.145340377933621,-11.67072435230901,-12.376983146464301,-13.06966355652914,-11.432787400030644,-11.796095474830647,-12.155788152297015,-12.642519981219095,-12.989495058752695,-11.407169217502187,-11.801739711769164,-12.152932634980882,-12.620691186907028,-13.020036528731573,-11.456334382476438,-11.806105809513209,-12.164563908102247,-12.710641913619344,-13.066739883502999,-11.485109035595352,-11.864599109328884,-12.197774789911724,-12.664572604422732,-13.004218962073931,S0023,calm,
-10.857345509474579,-11.180807921880026,-11.70586117675322,-12.39442156780352,-13.006865712180767,-10.80892203201211,-11.145340377933621,-11.67072435230901,-12.376983146464301,-13.06966355652914,-11.432787400030644,-11.796095474830647,-12.155788152297015,-12.642519981219095,-12.989495058752695,-11.407169217502187,-11.801739711769164,-12.152932634980882,-12.620691186907028,-13.020036528731573,-11.456334382476438,-11.806105809513209,-12.164563908102247,-12.710641913619344,-13.066739883502999,-11.485109035595352,-11.864599109328884,-12.197774789911724,-12.664572604422732,-13.004218962073931,S0023,relatively unhappy,
-10.957836246161207,-11.299788328077266,-11.872475084687212,-12.500812279710198,-13.149208056209057,-10.915432495120967,-11.26141066089672,-11.867962713150165,-12.487105103604199,-13.219339659214167,-11.223285406609046,-11.601889307532081,-12.038640503762862,-12.52477219577952,-13.022337870620103,-11.257439431042396,-11.641133903020068,-12.085791859171561,-12.577527508694294,-13.072918785156702,-11.423479509468054,-11.823444194849342,-12.186206955534121,-12.696395432551062,-13.154746339690897,-11.41441910252823,-11.774538102938756,-12.166455461149885,-12.673440978636753,-13.181886582127794,S0051,calm,
-10.957836246161207,-11.299788328077266,-11.872475084687212,-12.500812279710198,-13.149208056209057,-10.915432495120967,-11.26141066089672,-11.867962713150165,-12.487105103604199,-13.219339659214167,-11.223285406609046,-11.601889307532081,-12.038640503762862,-12.52477219577952,-13.022337870620103,-11.257439431042396,-11.641133903020068,-12.085791859171561,-12.577527508694294,-13.072918785156702,-11.423479509468054,-11.823444194849342,-12.186206955534121,-12.696395432551062,-13.154746339690897,-11.41441910252823,-11.774538102938756,-12.166455461149885,-12.673440978636753,-13.181886582127794,S0051,relatively unhappy,
-10.957836246161207,-11.299788328077266,-11.872475084687212,-12.500812279710198,-13.149208056209057,-10.915432495120967,-11.26141066089672,-11.867962713150165,-12.487105103604199,-13.219339659214167,-11.223285406609046,-11.601889307532081,-12.038640503762862,-12.52477219577952,-13.022337870620103,-11.257439431042396,-11.641133903020068,-12.085791859171561,-12.577527508694294,-13.072918785156702,-11.423479509468054,-11.823444194849342,-12.186206955534121,-12.696395432551062,-13.154746339690897,-11.41441910252823,-11.774538102938756,-12.166455461149885,-12.673440978636753,-13.181886582127794,S0051,calm,
-10.957836246161207,-11.299788328077266,-11.872475084687212,-12.500812279710198,-13.149208056209057,-10.915432495120967,-11.26141066089672,-11.867962713150165,-12.487105103604199,-13.219339659214167,-11.223285406609046,-11.601889307532081,-12.038640503762862,-12.52477219577952,-13.022337870620103,-11.257439431042396,-11.641133903020068,-12.085791859171561,-12.577527508694294,-13.072918785156702,-11.423479509468054,-11.823444194849342,-12.186206955534121,-12.696395432551062,-13.154746339690897,-11.41441910252823,-11.774538102938756,-12.166455461149885,-12.673440978636753,-13.181886582127794,S0051,calm,
-10.957836246161207,-11.299788328077266,-11.872475084687212,-12.500812279710198,-13.149208056209057,-10.915432495120967,-11.26141066089672,-11.867962713150165,-12.487105103604199,-13.219339659214167,-11.223285406609046,-11.601889307532081,-12.038640503762862,-12.52477219577952,-13.022337870620103,-11.257439431042396,-11.641133903020068,-12.085791859171561,-12.577527508694294,-13.072918785156702,-11.423479509468054,-11.823444194849342,-12.186206955534121,-12.696395432551062,-13.154746339690897,-11.41441910252823,-11.774538102938756,-12.166455461149885,-12.673440978636753,-13.181886582127794,S0051,calm,
-10.957836246161207,-11.299788328077266,-11.872475084687212,-12.500812279710198,-13.149208056209057,-10.915432495120967,-11.26141066089672,-11.867962713150165,-12.487105103604199,-13.219339659214167,-11.223285406609046,-11.601889307532081,-12.038640503762862,-12.52477219577952,-13.022337870620103,-11.257439431042396,-11.641133903020068,-12.085791859171561,-12.577527508694294,-13.072918785156702,-11.423479509468054,-11.823444194849342,-12.186206955534121,-12.696395432551062,-13.154746339690897,-11.41441910252823,-11.774538102938756,-12.166455461149885,-12.673440978636753,-13.181886582127794,S0051,relatively happy,
