Online_id,Emotion_Label,Dream_content,REM_period_start_time,Topic_1_Prob,Topic_2_Prob,Topic_3_Prob,Topic_4_Prob,Topic_5_Prob,Topic_6_Prob,Topic_7_Prob,Topic_8_Prob,Topic_9_Prob,Topic_10_Prob
S0032,Calm,I was crossing the street.,06:37:48,0.05000001959100484,0.050000027991451756,0.0500000355002268,0.05000002698456068,0.05000003132271625,0.5499996896660008,0.050000100823998646,0.050000018817970164,0.05000002764213917,0.05000002165993094
S0032,Positive,"I was out partying with my parents. Yeah, was on a weekend.",06:47:18,0.27461070417569344,0.025000572688216673,0.025000016281759036,0.025000011395572484,0.5253871179101064,0.02500102546197418,0.02500000523428317,0.025000520813103957,0.025000016741688804,0.02500000929760181
S0032,Calm,Let me see... I was writing a message to my friends about Christmas.,06:57:48,0.014286291222473798,0.8714062812112277,0.01428695920405457,0.014288104554851274,0.014290125432354875,0.014285736586472303,0.014288025918639764,0.014293086101031898,0.014289658726428922,0.014285731042465062
S0032,Positive,I was discussing gossip with a friend.,07:08:18,0.03333333803985585,0.03333333957342919,0.3330581097359005,0.03333334343625844,0.4002751497590892,0.03333334206763924,0.033333336835003884,0.03333334277564739,0.03333335527048912,0.03333334250668726
S0032,Positive,I was reading news about entertainment industry.,07:37:18,0.6999953824968411,0.033333346857337076,0.03333335915317084,0.03333335653770149,0.033335613854262244,0.033333362625836395,0.033333342133032205,0.03333553426556202,0.03333335465406684,0.03333334742218965
S0023,Negative,"I thought I was shooting a gun, and then I realized I couldn't move, so I called you, and I told you I had a dream. You went back. You were watching the Big Bang Theory while reading the EEG data. Then I lie down and went back to sleep. Also I watched the Big Bang Theory with you.",06:31:19,0.5788424667511054,0.006251346971495273,0.006253783652137777,0.006254836355315025,0.006250195735842048,0.006250724798569601,0.3711442031436449,0.006250495899900457,0.006251077847656651,0.00625086884433289
S0023,Positive,"Dream of lying in bed, then seemed like there was a person coming over, then I got out of bed, instantly put my clothes on. And you waked me.",06:45:09,0.010000099800853982,0.01000195914255674,0.010000182668958052,0.01000731157811071,0.010000051109329052,0.010000031746345707,0.010005951508536427,0.9099838791533538,0.010000410956685305,0.010000122335270143
S0023,Calm,"I was dancing, and then several people danced around, that was it.",07:04:49,0.025000019826198348,0.02500137817570663,0.02500555855157744,0.02500001478597802,0.025000027888804052,0.025015483439376287,0.7749743516233868,0.025003096454395784,0.025000049259875628,0.025000019994701122
S0023,Negative,"Dreamed that I was climbing the stairs, and then I was a little afraid, I kept going forward, quickly ran up to the six floor.",07:44:09,0.016666674702321513,0.016670221025511765,0.016667328980540363,0.8499792099141957,0.016675134652188596,0.016668140656855276,0.01667014551073962,0.016667155090064015,0.016668871236145903,0.016667118231437107
S0023,Calm,"Another person want toto absorb one's energy through a machine. But he was strong, which turned that he absorbed the energy of the person who was trying to absorb his energy, and then the person who was trying to absorb his energy disapeared, and then the person teleported himself away, a kitten was teleported over.",07:48:19,0.007692334062324345,0.007693200063921867,0.007692596185394303,0.9307652070038994,0.007692312823527857,0.007692313612823031,0.007694234878573293,0.007692642369929518,0.007692312834346244,0.00769284616526017
S0023,Negative,"Dream you went out to play, and then I asked my mother to turn off the instrument, the result she always can not turn off, she clicked out a lot of things, such as QQ video what. But it still wouldn't work, and then you came back.",07:59:19,0.00714598916775575,0.35241542184547775,0.00714333815659747,0.0071428632183097645,0.007143116439663486,0.0071429518741274135,0.5904361430623049,0.007143940908839957,0.007143287096821885,0.007142948230101731
S0051,Calm,"I don't really remember, dreaming about staying up late.",05:33:58,0.016667556906374958,0.016673471806263933,0.016673601880329,0.016666686090526888,0.0166791788126118,0.016666878597758557,0.8499725669889207,0.01666668508298683,0.01666669335308329,0.016666680481144013
S0051,Negative,"I was thinking of something. I was just looking for an identity, but I can't remember what it is, but I was just looking for...",06:27:58,0.016666678214532042,0.016667210662308217,0.01666795744894126,0.016666939648588484,0.3796448698567598,0.016666670475744147,0.01667044069571845,0.4870158545007268,0.016666694565102426,0.016666683931578226
S0051,Calm,Tied up... I was just tied up by someone.,06:48:28,0.050001388496675,0.050004634277659506,0.05000000858989916,0.05001970877896994,0.5499578792195223,0.05000243613212361,0.050003610415932966,0.050000050411007496,0.05001014369852385,0.05000013997968621
S0051,Calm,Translation of ancient Chinese.,06:57:28,0.03335296141637603,0.033333567240059765,0.033333380783590626,0.033334250184099336,0.03333336485359873,0.033333375220404415,0.03333618484031702,0.033333360948874555,0.6999761863807352,0.03333336813194434
S0051,Calm,Experiments with electrodes... One of them I forgot... There was a knock at the door. You heard a knock at the door. Seems we were at school.,07:44:58,0.01250444915377485,0.012502228072320765,0.8874832011241198,0.01250001500133827,0.012500009760782397,0.012500013015668604,0.012502680563133771,0.012500914610615681,0.012500398256702672,0.012506090441543102
S0051,Positive,"I dreamed that my roommate was calling me, but I was lying in the dormitory, and he asked me if I wanted breakfast, he could bring it to me.",08:02:58,0.010001545721171292,0.010002104287157525,0.01000083786439148,0.01000022417912609,0.010000118419406305,0.010000082366569903,0.9099890714099214,0.010000200938906724,0.01000078113348877,0.0100050336798607
S0051,Calm,"In someone else's house, I can't hear what it is... In an elder's house, but not a relative of mine.",08:21:28,0.012500102317655738,0.012500452302022,0.012500026505790499,0.012501309233061295,0.36744289668719116,0.012503038351306226,0.012500948975064803,0.012500024300269108,0.012500678338001123,0.5325505229896381
S0051,Positive,"I was at the zoo, but there wasn't a lot of people, and I was feeding the animals, but the weird thing was, there was not a  single keeper, animals were fed all by us.",08:48:28,0.010000388786571444,0.9099879616063041,0.010000008449742945,0.010000011139497784,0.010000666902636311,0.010000836431547056,0.010008587959743147,0.010000055443695947,0.010000903363799043,0.010000579916462101
S0051,Calm,"I walked out of the school, but this gate was a little different from the gate of my school. I went out and crossed the road.",09:02:28,0.23613104739960922,0.011111123558154353,0.011112072951778648,0.011116691117081417,0.011111212578468099,0.01111114066783414,0.6749711576090498,0.01111270009292426,0.011111730766290363,0.011111123258809833
S0051,Positive,"I ate in the canteen, but was not the school canteen. There was bread in the canteen, and I ordered a lot, It seems like that was happened during the military training.",09:18:28,0.9249834594639191,0.008334279345728465,0.008334288701980193,0.008333675738119006,0.008333699718579533,0.00833380306989348,0.008341225698776928,0.008333757534008163,0.008333660452197592,0.008338150276797527
S0033,Calm,"I was making up some kind of story, and the last thing I came up with was Xuan and Ming(Characters written by Jingyong). Yeah, I was telling this story to someone else.",06:05:26,0.008334005339442748,0.008334443530806895,0.00833333946670529,0.008333669631684738,0.9249941692751533,0.008333983991333328,0.008334396195207218,0.00833408594032255,0.008334238840387377,0.00833366778895655
S0033,Positive,"I was playing a game that requires us to... Let me see... I played with a group of guys, and then I trained in one place, and then I lived together.",06:21:46,0.01111165918816878,0.011111672344279757,0.011112137928221728,0.011112175839583094,0.01111329139663893,0.011111168166840475,0.01111248983412187,0.011116237900748656,0.8999880492174122,0.011111118183984532
S0033,Positive,"I was singing at home, and there was someone else who I couldn't remember, oh, that was my friend, and we were singing together, I don't know what the title of the song. It was an English one.",06:56:46,0.007142924243106313,0.007143629618078312,0.280591106264543,0.007143220135707588,0.20920910907018445,0.007144260254558964,0.007144588891031443,0.007143446148983992,0.46019485050507897,0.0071428648687270925
S0033,Negative,I was competing with another person on all sorts of things.,08:08:26,0.025000006080392073,0.02500029495829646,0.025000007112442168,0.025012757762870062,0.025000008060342017,0.025000394602149433,0.7749849529843402,0.025000839685611446,0.025000012260973387,0.025000726492582746
S0033,Calm,"I was watching a Chinese cartoon. Oh, I was not watching, I seem to be in that cartoon.",08:19:56,0.020000179589628818,0.020000313152942747,0.02000001065372964,0.8199874632003975,0.020000009598320854,0.02000001200733735,0.02000001080386055,0.02000001058392057,0.020011746079287025,0.02000024433057518
S0071,Calm,"A strange setup, a strange game with an NPC. Oh, that NPC can use strange forms to generate electricity.",05:06:12,0.683121194618029,0.016666679817312575,0.01666668087630542,0.016666678875695416,0.016666678366958145,0.01666687658791973,0.016668138913741217,0.016677480481894994,0.18352169953001515,0.016677891932128413
S0071,Positive,"The experiment ended ahead of time, sooner than expected. You said I could go home. And then I packed up and went back. I was thinking about the dog at that time.",06:23:42,0.0100042134123633,0.010000439191891336,0.010001542476799618,0.010000066131829173,0.010000224074161691,0.010000431509542588,0.90997857249228,0.01000621411466553,0.010002625610689587,0.01000567098577751
S0071,Positive,"The high-speed train went from the right to the left. There were a lot of books outside. The leaves turn yellow in autumn, I sat on the bus with my high school classmates, there were a lot of classmates sit staggered.",06:46:12,0.27221453091525066,0.007693622022192394,0.007692620005574051,0.007692319100381079,0.007692347403422317,0.0076929238286263975,0.6662405522747439,0.00769603413439329,0.007692732977286691,0.007692317338129284
S0071,Positive,"A group of us in high school were reminiscing about our high school life, and we were talking about the fact that there are two different ways to interpret a word, and one of us was talking about a bunch of things, and everything he said was funny, and we were laughing.",08:02:12,0.4578358094082729,0.006250352481752248,0.006251628062219237,0.00625030083934435,0.006252554531497715,0.006250046686299465,0.4921564242562301,0.006251868097585445,0.006250828836561622,0.0062501868002368165
S0071,Positive,"My dog left dog food for me. Once I bought meat for him and use my hand to measure the temperature. My hand was still on the meat, the dog wouldn't eat the meat. And I had a dream that he left that meat for me.",08:14:42,0.007143381777985985,0.007143076229676945,0.007143045473319691,0.007142860474341998,0.007142941613385421,0.007143289845635373,0.007143784531075713,0.9357108640095759,0.0071432084175842925,0.007143547627418617
S0071,Negative,"Someone was discussing Christmas with me. I told him that Christmas doesn't help, because wishes don't come true anyway, and he said that's not true, Christmas gives you a chance to pray.",08:51:22,0.0062501435589789964,0.006250223134241958,0.00625095871832259,0.006250504504052484,0.9437459770004398,0.0062500185934852735,0.006251117672955765,0.006250599116199387,0.006250177621422253,0.006250280079901465
S0071,Calm,"I saw an old photo of a very beautiful woman in a cheongsam. Her son kept that picture. There was writing on the back of the picture, which meant that her son was now grown up and could remain calm to her scolding, then her son began to investigate whether his mother was sick. Then the picture was taken by another person, and her son fought with that one.",09:04:42,0.005556349598341216,0.005556230369371418,0.0055563506850177646,0.005557711413289977,0.005555855826016501,0.0055555676657252865,0.9499922678394733,0.005557365524548357,0.005556703343631298,0.00555559773458472
S0071,Calm,"I was allergic to a certain plant, and I was going to find out if it was true. Because Hangzhou's raining season will have a lot of pollen and something like that. I was going to find out if I was really allergic.",09:21:22,0.01000026686660263,0.010000813754371864,0.010000564311484491,0.010000293431951525,0.9099894886514919,0.010000004796910484,0.01000691148654556,0.010001362320801763,0.010000241199170003,0.010000053180669797
S0053,Negative,"I went to the library to borrow a book, but I didn't get it.",06:39:52,0.02000001425290209,0.020001277288896255,0.020001737413546994,0.020005093485223623,0.020000020684966428,0.8199851945372068,0.020001325039587164,0.020002168287427922,0.020003153993799032,0.02000001501644365
S0053,Calm,"The part-time counselor asked me to write the paper, but I felt it was more similar to the high school paper, including math, chemistry and physics",07:04:02,0.9249829463492792,0.008333699679067101,0.008333404064516893,0.008344138986851522,0.008333944043648683,0.008333682776063563,0.008335639490275217,0.008333368262685876,0.008335010146281943,0.00833416620132991
S0053,Calm,"It was like PE class or something. There was a class presentation, but wasn't at college. Each class picked a few people to stand in line, and there were teachers on both sides. Teachers in each class discussed things, and it was weird.",07:43:52,0.005882556061976998,0.9470478341526534,0.005884094434604786,0.005882886655670063,0.005883469532064712,0.005882713909598194,0.00588391074224821,0.005887638015457856,0.005882469640297076,0.0058824268554288515
S0053,Calm,"I dreamed that I was raising worms, tooking a flower-pot size thing to raise worms, which seemed a little strange, but it was actually raising worms, and there was a small turtle inside, crabs, and some others I do not know how to name them, green and black worms. But I put water, nothing else.",08:02:22,0.0071442148892506,0.007144751906331579,0.007144393720546786,0.007146398117406043,0.0071472984718576014,0.3847948639577439,0.5580453841035455,0.0071446268756869625,0.007144418924322577,0.007143649033308372
S0053,Positive,"I applied for a job, could work as long as I wanted every week. I worked for a while, oops, I was wrong. The right one is I applied for a job or something, went to work for a few days, got some money, and opened my own shop. Went to work whenever I want and got paid.",08:15:22,0.8177311543606817,0.004762232760868965,0.00476252242143981,0.004762849290033925,0.004762216534142469,0.004762898467640483,0.0047626195576155215,0.1441668045218207,0.004762301603950566,0.004764400481805983
S0053,Calm,"I think I was reading a birthday card from a friend, something weird, but I can't remember who it was.",08:25:52,0.011112291754934722,0.011112388306216942,0.011117059441332997,0.01111136014601689,0.899988388693686,0.011111119476011129,0.011111777700585053,0.01111306492186021,0.011111126391812859,0.011111423167542945
S0072,Negative,"Dead people come back to real life. One person's neck was grabbed by another, and the person he kills would come back to life. And have dinner with the transformed man.",06:29:56,0.00625016758841819,0.006250450098082763,0.006250110189189392,0.0062505648826633705,0.006251073253256372,0.0062504280520508234,0.9437463045347734,0.0062504886538677345,0.00625000686852786,0.006250405879170001
S0072,Calm,A guy I dated online owes me money,06:45:16,0.020000488662359255,0.02000000976091537,0.02000285920074459,0.02000003508009108,0.020004381409173575,0.8199828764752073,0.020002622840984436,0.020006702753324886,0.020000012089027717,0.020000011728171858
S0072,Negative,Looking for help? I was heading to the lake,06:53:16,0.033333364241084046,0.03334077639064274,0.033334030058836034,0.03333336340324382,0.03334185868274262,0.033333385938518804,0.03333334592419177,0.6999831084762954,0.0333333707753894,0.03333339610905537
S0072,Negative,It was an exam related to my graduation. I was worried.,07:09:16,0.02500001830623819,0.025000027096593786,0.02500164101682757,0.02500003180581524,0.7749771662426812,0.025000032946250042,0.02500194438463134,0.025019076857410477,0.0250000365938297,0.025000024749722655
S0072,Positive,I was playing with my dog,08:12:46,0.03333333987877428,0.03333642737119165,0.03333334852799579,0.03333334579457961,0.033333345084583264,0.03333402553315572,0.03333417544537523,0.03334940073001799,0.6999792431469429,0.033333348487383556
S0072,Positive,"It was nice to get the best deal. There was a game called Survival Alliance, and that game is very popular recently. I found that the creator's game account has a lot of comments.",08:32:46,0.012500871835185622,0.012503651237093658,0.0125003440995265,0.01250023337464298,0.012500122014074288,0.012503075778980417,0.2898196144916834,0.012500020462115848,0.6101720597799741,0.01250000692672307
S0072,Positive,I was using my card to borrow some money to buy things. After I got enough money I bought a new loaf of bread.,08:36:46,0.008337515208035409,0.008333909938499294,0.008333343685307054,0.008333429241535161,0.008334030470839034,0.008334223235406864,0.00833605477445548,0.9249898636339571,0.008333372695456417,0.00833425711650811
S0043,Calm,"I was chopping vegetables. Just a minute. Let me think. In high school, I was close to a boy with bad character. We were comparing the grades, that's all.",06:14:04,0.8999898800094704,0.0111132424996337,0.0111115674964483,0.011111832493006681,0.011112686357212955,0.011111128834564991,0.011111861060705172,0.011114095948694832,0.011112585561308862,0.01111111973895415
S0043,Calm,"Every time I would dream of that. My posture was wrong, and my senior came to teach me how to pose. Every time I dreamed, I dreamed about the experiment. It was weird.",06:56:34,0.009093599480750307,0.009092382941298539,0.009090920284149574,0.009090921746145047,0.00909237140242066,0.009090918946457423,0.20568413284941833,0.009091246314040395,0.009091161982042682,0.721582344053277
S0043,Positive,"An interesting dream, was experimenting on the sofa. There was an old woman, and something happened. We were chatting and that woman knew our secret and wanted to tell someone. Was going to climbing a mountain.",07:08:34,0.0071433715040395826,0.007143550568498498,0.00714389205278987,0.9357041181086312,0.007144605391837615,0.007143122039529624,0.007143533987743845,0.007143990481617357,0.007143531014221012,0.007146284851091372
S0043,Negative,"On a tree, there is a little girl climbing the tree and the tree is not very tall. There was a red puppy. I was going to film the puppy. There was an old man aside. I can't remember anything else.",08:15:54,0.007142859337523439,0.007143190155944973,0.007142862973471039,0.007146170457175448,0.9357081717328241,0.007142957200379461,0.007144457204094034,0.007142874562694427,0.0071435016833630354,0.00714295469253
S0043,Calm,"At first the subjects said it was a bit hazy. After a while, he recalled that he leaned against a wall and listened to the song, which was probably a scene without a story.",08:33:04,0.012505059317931201,0.0125007670829351,0.01250035560892034,0.012501474613274787,0.012502025800335256,0.012505998612143687,0.01250438653098185,0.8874750617580027,0.012501255728234873,0.012503614947240239
S0151,Positive,I seemed to have a dream that I went to another classmate's house with one of my classmates,04:59:39,0.01666782622105194,0.016667053989987267,0.016669936272947612,0.016666817781243643,0.016666674672917655,0.016666768577655307,0.8499838660882113,0.016672270720077747,0.016666675292553498,0.016672110383353884
S0151,Calm,"I think I was doing some experiments, too",06:23:49,0.050000017328832747,0.05000003161198136,0.050009456867544815,0.050000028069843515,0.05000003394502412,0.050000075465164856,0.5499902923295483,0.05000002196418311,0.05000002194935794,0.05000002046851927
S0151,Calm,It was in the countryside,06:33:39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
S0151,Positive,Don't remember,06:44:09,0.03333333759472202,0.03333414792235278,0.288731224820896,0.033333346872093335,0.03334468204425741,0.033333339650884086,0.4445897642149372,0.03333338754056886,0.03333343100680651,0.03333333833248193
S0151,Calm,"20 years later, what was I doing",07:34:39,0.033334219087318165,0.03333448904128127,0.03333489685746724,0.033333362917676086,0.033333343197681324,0.6999954658133422,0.033333339282281334,0.033334197102423184,0.03333334242629095,0.03333334427423831
S0151,Calm,I think I was installing a charger for something,07:58:09,0.05000012816258253,0.05000077479488288,0.0500119098497794,0.05000365922793107,0.05000734253218235,0.05000000752088375,0.05000136473126078,0.5499748058490513,0.05000000432134885,0.05000000301009712
S0151,Calm,I saw a herd of horses running,08:05:09,0.03333334209231078,0.03333334545142662,0.03333335008616479,0.03333334485279947,0.03333336127069803,0.03333334535688874,0.6999851380394253,0.033336709108703816,0.033344697259425314,0.033333366482157116
S0151,Negative,I think I was looking for a bathroom,09:01:39,0.05000000531970775,0.050000006327468774,0.050002584597182306,0.05000001550132223,0.05000000837774961,0.05000000733338918,0.05000000351965633,0.5499973499647031,0.050000005627586004,0.050000013431234766
S0161,Positive,"Eating pizza, steak, dreaming of a vaguely familiar face",04:58:59,0.01667120552935485,0.01666668149298014,0.016666693383289043,0.016667682484324195,0.016667725072790567,0.8499831658182795,0.01667359426570684,0.016667377451626244,0.01666779783001006,0.01666807667163854
S0161,Calm,In the course,07:00:09,0.050000029493444724,0.05000007216767556,0.05000004507234507,0.050000026533590945,0.05001633586223814,0.05000010917046661,0.05000001915635697,0.050000028819975964,0.050000062340684895,0.5499832713832212
